sequence_id,sequence_index,heading,osmid,match_forward,geometry
34519736,910,30,413054286,True,POINT (-74.007895 40.715002)
34519736,915,31,955237974,True,POINT (-74.007673 40.71525)
34519736,918,31,955237974,True,POINT (-74.007543 40.715405)
34519736,981,301,5671314,True,POINT (-74.006802 40.715115)
34519736,983,301,5671314,True,POINT (-74.006923 40.715175)
34519736,984,301,5671314,True,POINT (-74.006975 40.715212)
34519736,985,301,5671314,True,POINT (-74.007075 40.71517)
34519736,990,301,5671314,True,POINT (-74.007378 40.715313)
34519736,923,31,955237975,True,POINT (-74.007342 40.71567)
34519736,928,31,955237975,True,POINT (-74.007133 40.715928)
34519736,929,121,1334187735,True,POINT (-74.007067 40.715943)
34519736,930,121,1334187735,True,POINT (-74.007 40.715933)
34519736,933,121,1334187735,True,POINT (-74.006808 40.71588)
34519736,934,121,1334187735,True,POINT (-74.006737 40.715863)
34519736,937,121,1334187735,True,POINT (-74.006545 40.715813)
34519736,1004,301,413045201,True,POINT (-74.008215 40.715737)
34519736,1006,301,413045201,True,POINT (-74.00835 40.715803)
34523248,340,30,483707770,True,POINT (-74.007995 40.714902)
34662156,182,121,1333725593,False,POINT (-74.007558 40.714777)
34662156,187,121,1333725594,False,POINT (-74.007247 40.71466)
34662156,189,121,1333725594,False,POINT (-74.007122 40.714603)
34662156,190,121,1333725594,False,POINT (-74.00706 40.714583)
34662156,194,121,1333725594,False,POINT (-74.006815 40.714465)
34662156,195,121,1333725594,False,POINT (-74.006765 40.714428)
34662156,165,121,413050335,True,POINT (-74.00841 40.714375)
34662156,167,30,483707770,True,POINT (-74.008277 40.71442)
34662156,168,30,483707770,True,POINT (-74.008227 40.714468)
34662156,176,122,1333725593,False,POINT (-74.00793 40.714898)
34662156,177,122,1333725593,False,POINT (-74.007862 40.714888)
34523248,330,30,483707770,True,POINT (-74.008395 40.714417)
34523248,338,30,483707770,True,POINT (-74.008095 40.71485)
34523248,339,30,483707770,True,POINT (-74.008035 40.714842)
34519736,1030,300,413045202,True,POINT (-74.009882 40.716502)
34519736,433,191,226041017,True,POINT (-74.010937 40.716412)
34519736,1046,191,226041017,True,POINT (-74.01082 40.716805)
34519736,1047,191,226041017,True,POINT (-74.01084 40.716733)
34523248,293,301,1341270469,True,POINT (-74.009392 40.712588)
34523248,294,301,1341270469,True,POINT (-74.009455 40.712603)
34662156,132,121,413050335,True,POINT (-74.010458 40.715278)
34662156,145,121,413050335,True,POINT (-74.009672 40.71492)
34519736,909,31,413054286,True,POINT (-74.007948 40.714962)
34662156,169,30,483707770,True,POINT (-74.00819 40.714517)
34662156,174,30,483707770,True,POINT (-74.007997 40.714795)
34519736,1014,300,413045201,True,POINT (-74.008903 40.71606)
34519736,1268,210,439933951,True,POINT (-74.009632 40.715068)
34519736,1256,210,68668562,True,POINT (-74.00909 40.715673)
34523248,309,30,587038051,True,POINT (-74.009318 40.713303)
34523248,380,31,1084033950,True,POINT (-74.006222 40.717017)
34523248,382,121,524817694,True,POINT (-74.006082 40.717022)
34523248,366,30,947916172,True,POINT (-74.006837 40.716292)
34523248,369,30,947916172,True,POINT (-74.006697 40.71646)
34523248,370,31,903589929,True,POINT (-74.006653 40.716517)
34523248,372,30,903589929,True,POINT (-74.006575 40.716615)
34523248,344,30,413054286,True,POINT (-74.007825 40.71512)
34523248,349,30,955237974,True,POINT (-74.007612 40.715378)
34523248,353,31,955237975,True,POINT (-74.007413 40.715605)
34523248,356,31,955237975,True,POINT (-74.007292 40.715755)
34519736,917,30,955237974,True,POINT (-74.00759 40.715347)
34519736,975,301,5671314,True,POINT (-74.006427 40.714985)
34519736,978,301,5671314,True,POINT (-74.006613 40.715052)
34519736,941,121,1334187735,True,POINT (-74.006305 40.715702)
34519736,938,121,1334187735,True,POINT (-74.006487 40.715792)
34519736,939,121,1334187735,True,POINT (-74.006428 40.715768)
34523248,326,30,222299254,True,POINT (-74.00857 40.714225)
34519736,426,191,226041017,True,POINT (-74.010832 40.71686)
34662156,114,120,413050335,True,POINT (-74.011618 40.715743)
34662156,124,121,413050335,True,POINT (-74.01097 40.715498)
34519736,1071,300,421832642,False,POINT (-74.012042 40.716785)
34519736,1037,300,413045202,True,POINT (-74.010318 40.716717)
34519736,447,191,1334989056,True,POINT (-74.011175 40.715508)
34519736,422,190,556311124,True,POINT (-74.010755 40.717118)
34519736,1060,301,421832642,False,POINT (-74.01138 40.716453)
34519736,1287,210,46171879,True,POINT (-74.010377 40.714005)
34519736,1022,300,413045202,True,POINT (-74.009398 40.716297)
34519736,1028,300,413045202,True,POINT (-74.009773 40.716442)
34519736,1036,300,413045202,True,POINT (-74.01025 40.716688)
34662156,123,121,413050335,True,POINT (-74.011035 40.715523)
34662156,127,121,413050335,True,POINT (-74.010767 40.715413)
34662156,129,121,413050335,True,POINT (-74.010648 40.715362)
34519736,1042,300,413045202,True,POINT (-74.010608 40.716858)
34519736,1043,301,413045202,True,POINT (-74.010665 40.716887)
34519736,1056,301,421832642,False,POINT (-74.011125 40.716343)
34519736,1012,301,413045201,True,POINT (-74.008777 40.715993)
34519736,1058,301,421832642,False,POINT (-74.011258 40.716395)
34519736,1059,301,421832642,False,POINT (-74.011318 40.716422)
34519736,1260,214,439933951,True,POINT (-74.009292 40.71547)
34519736,1238,210,1022549185,True,POINT (-74.008348 40.716648)
34519736,1248,210,68668562,True,POINT (-74.008753 40.716107)
34523248,386,121,524817694,True,POINT (-74.005822 40.71692)
34523248,368,30,947916172,True,POINT (-74.006732 40.716417)
34523248,379,30,1084033950,True,POINT (-74.006267 40.716983)
34519736,1223,210,1022549185,True,POINT (-74.007798 40.717472)
34519736,1225,210,1022549185,True,POINT (-74.007907 40.71739)
34523248,361,30,947916172,True,POINT (-74.007065 40.716025)
34523248,342,31,413054286,True,POINT (-74.007925 40.715007)
34519736,907,30,483707770,True,POINT (-74.00805 40.71486)
34662156,184,121,1333725593,False,POINT (-74.007438 40.714733)
34662156,192,121,1333725594,False,POINT (-74.006933 40.714525)
34662156,193,121,1333725594,False,POINT (-74.006877 40.714498)
34519736,992,301,5671314,True,POINT (-74.007498 40.715367)
34519736,993,301,5671314,True,POINT (-74.00756 40.7154)
34519736,995,299,413045201,True,POINT (-74.00766 40.715478)
34519736,998,301,413045201,True,POINT (-74.00786 40.71555)
34519736,999,301,413045201,True,POINT (-74.007917 40.715577)
34662156,170,30,483707770,True,POINT (-74.008153 40.714573)
34662156,171,30,483707770,True,POINT (-74.008125 40.714637)
34519736,932,121,1334187735,True,POINT (-74.006875 40.7159)
34662156,179,121,1333725593,False,POINT (-74.007745 40.714835)
34519736,963,212,496982627,True,POINT (-74.00564 40.714822)
34519736,971,301,5671314,True,POINT (-74.006155 40.714888)
34519736,973,301,5671314,True,POINT (-74.006253 40.71496)
34519736,1001,301,413045201,True,POINT (-74.00804 40.715643)
34519736,943,121,1334187735,True,POINT (-74.00619 40.715647)
34519736,948,121,1334187735,True,POINT (-74.005882 40.715513)
34523248,337,30,483707770,True,POINT (-74.008115 40.714792)
34519736,416,190,556311124,True,POINT (-74.010658 40.717523)
34519736,452,191,1334989056,True,POINT (-74.011268 40.715188)
34519736,455,200,1042970371,True,POINT (-74.011288 40.714993)
34519736,456,200,1042970371,True,POINT (-74.011292 40.714928)
34662156,138,121,413050335,True,POINT (-74.010093 40.715113)
34662156,141,120,413050335,True,POINT (-74.009913 40.715035)
34662156,156,120,413050335,True,POINT (-74.009007 40.7146)
34662156,164,121,413050335,True,POINT (-74.008478 40.71439)
34662156,166,30,483707770,True,POINT (-74.008342 40.714385)
34519736,1270,211,439933951,True,POINT (-74.009703 40.714958)
34519736,1275,210,46171887,True,POINT (-74.009923 40.714683)
34519736,1296,120,1334995999,True,POINT (-74.010158 40.713655)
34519736,1299,120,1334995999,True,POINT (-74.009958 40.713587)
34523248,321,30,222299254,True,POINT (-74.008787 40.713945)
34523248,327,30,222299254,True,POINT (-74.008528 40.71428)
34523248,311,30,587038051,True,POINT (-74.009212 40.713395)
34523248,313,30,1149017145,True,POINT (-74.009133 40.713505)
34523248,317,31,1149017114,True,POINT (-74.008988 40.713732)
34519736,950,121,1334187735,True,POINT (-74.005758 40.715455)
34519736,1262,210,439933951,True,POINT (-74.009373 40.715373)
34662156,133,121,413050335,True,POINT (-74.010388 40.715248)
34519736,1280,218,46171887,True,POINT (-74.010133 40.714417)
34519736,1293,120,1334995999,True,POINT (-74.010348 40.713743)
34519736,417,190,556311124,True,POINT (-74.010672 40.71745)
34519736,1041,300,413045202,True,POINT (-74.010548 40.716833)
34519736,1286,210,46171879,True,POINT (-74.010367 40.714085)
34519736,1049,191,226041017,True,POINT (-74.010882 40.716615)
34519736,441,191,643000849,True,POINT (-74.011108 40.715912)
34519736,442,191,643000849,True,POINT (-74.011115 40.715845)
34519736,445,190,643000849,True,POINT (-74.011152 40.715652)
34519736,438,191,1334989057,True,POINT (-74.011035 40.716093)
34662156,113,120,413050335,True,POINT (-74.01168 40.715773)
34662156,121,120,413050335,True,POINT (-74.011148 40.71557)
34523248,348,31,955237974,True,POINT (-74.007657 40.715322)
34662156,162,120,413050335,True,POINT (-74.008597 40.714443)
34519736,969,301,5671314,True,POINT (-74.00603 40.714827)
34519736,1283,208,46171879,True,POINT (-74.010257 40.71425)
34523248,333,30,483707770,True,POINT (-74.008265 40.71457)
34523248,291,301,1341270469,True,POINT (-74.009275 40.712525)
34662156,140,121,413050335,True,POINT (-74.009973 40.71506)
34519736,1016,301,413045201,True,POINT (-74.009022 40.716115)
34519736,1019,302,413045202,True,POINT (-74.009203 40.716213)
34519736,1264,210,439933951,True,POINT (-74.009452 40.715263)
34519736,1255,210,68668562,True,POINT (-74.009048 40.71573)
34523248,323,30,222299254,True,POINT (-74.008702 40.71405)
34523248,307,29,1149017059,True,POINT (-74.009415 40.713222)
34523248,315,30,1149017145,True,POINT (-74.009058 40.713622)
34523248,318,31,1149017114,True,POINT (-74.008933 40.713788)
34519736,1002,301,413045201,True,POINT (-74.008102 40.715675)
34519736,1249,211,68668562,True,POINT (-74.008798 40.716053)
34519736,908,30,483707770,True,POINT (-74.008007 40.714912)
34519736,913,30,413054286,True,POINT (-74.00776 40.715145)
34519736,1029,300,413045202,True,POINT (-74.009832 40.716472)
34523248,381,121,524817694,True,POINT (-74.00615 40.717037)
34523248,371,31,903589929,True,POINT (-74.006617 40.716562)
34662156,151,120,413050335,True,POINT (-74.009313 40.714733)
34662156,173,30,483707770,True,POINT (-74.008043 40.71475)
34519736,936,121,1334187735,True,POINT (-74.00661 40.715828)
34519736,951,121,1334187735,True,POINT (-74.005698 40.715427)
34523248,310,30,587038051,True,POINT (-74.009268 40.713353)
34523248,390,121,524817694,True,POINT (-74.00557 40.716807)
34523248,354,31,955237975,True,POINT (-74.007373 40.715655)
34519736,926,31,955237975,True,POINT (-74.00722 40.71582)
34519736,1005,301,413045201,True,POINT (-74.008285 40.71577)
34519736,944,121,1334187735,True,POINT (-74.006128 40.715623)
34519736,953,121,1334187735,True,POINT (-74.005588 40.71536)
34523248,334,30,483707770,True,POINT (-74.008217 40.714633)
34519736,1241,210,1022549186,True,POINT (-74.008465 40.716472)
34523248,347,31,955237974,True,POINT (-74.007697 40.715275)
34519736,979,301,5671314,True,POINT (-74.006685 40.715068)
34662156,180,121,1333725593,False,POINT (-74.00768 40.714832)
34662156,181,121,1333725593,False,POINT (-74.007613 40.714807)
34662156,186,121,1333725594,False,POINT (-74.007312 40.714685)
34662156,161,120,413050335,True,POINT (-74.008657 40.714477)
34523248,328,30,222299254,True,POINT (-74.008485 40.71433)
34523248,332,30,483707770,True,POINT (-74.008308 40.714515)
34662156,148,120,413050335,True,POINT (-74.009495 40.714828)
34519736,1274,210,46171887,True,POINT (-74.009878 40.714735)
34519736,1284,208,46171879,True,POINT (-74.010298 40.714197)
34519736,1290,120,1334995999,True,POINT (-74.010497 40.713863)
34519736,1291,120,1334995999,True,POINT (-74.010472 40.7138)
34523248,301,30,222299277,True,POINT (-74.009673 40.712925)
34662156,136,121,413050335,True,POINT (-74.010227 40.715175)
34662156,175,30,483707770,True,POINT (-74.007962 40.714843)
34519736,1271,211,46171887,True,POINT (-74.009748 40.714895)
34519736,1234,210,1022549185,True,POINT (-74.008202 40.716885)
34519736,1021,300,413045202,True,POINT (-74.009328 40.716272)
34519736,1024,300,413045202,True,POINT (-74.009513 40.71634)
34519736,1025,300,413045202,True,POINT (-74.009573 40.716363)
34519736,1051,191,226041017,True,POINT (-74.010998 40.716517)
34662156,106,120,413050335,True,POINT (-74.012127 40.71597)
34519736,1070,300,421832642,False,POINT (-74.011983 40.716755)
34519736,1285,208,46171879,True,POINT (-74.010333 40.714143)
34519736,1289,210,46171879,True,POINT (-74.010477 40.713927)
34519736,1292,120,1334995999,True,POINT (-74.01041 40.713767)
34523248,362,30,947916172,True,POINT (-74.007018 40.716078)
34523248,363,30,947916172,True,POINT (-74.006978 40.716127)
34523248,364,30,947916172,True,POINT (-74.00693 40.71618)
34523248,365,30,947916172,True,POINT (-74.006883 40.716235)
34523248,377,30,1084033950,True,POINT (-74.006362 40.716883)
34519736,982,301,5671314,True,POINT (-74.006867 40.71514)
34519736,965,301,5671314,True,POINT (-74.005772 40.714762)
34519736,977,301,5671314,True,POINT (-74.00655 40.715035)
34519736,945,121,1334187735,True,POINT (-74.006063 40.715593)
34519736,459,196,46171884,True,POINT (-74.011342 40.714732)
34662156,163,120,413050335,True,POINT (-74.008535 40.714412)
34519736,1279,210,46171887,True,POINT (-74.010097 40.714467)
34519736,1282,208,46171879,True,POINT (-74.010215 40.7143)
34519736,1295,120,1334995999,True,POINT (-74.010227 40.713687)
34519736,1297,120,1334995999,True,POINT (-74.01009 40.713632)
34523248,320,30,222299254,True,POINT (-74.008835 40.71389)
34523248,324,30,222299254,True,POINT (-74.00865 40.714117)
34523248,329,30,222299254,True,POINT (-74.008438 40.714378)
34523248,312,30,1149017144,True,POINT (-74.009173 40.713445)
34523248,314,30,1149017145,True,POINT (-74.009095 40.713563)
34523248,316,30,1149017145,True,POINT (-74.009023 40.713677)
34523248,319,31,222299254,True,POINT (-74.008878 40.713842)
34523248,292,301,1341270469,True,POINT (-74.00933 40.712567)
34523248,295,301,1341270469,True,POINT (-74.009518 40.712628)
34523248,297,301,1341270469,True,POINT (-74.00963 40.71271)
34523248,299,19,222299277,True,POINT (-74.009725 40.712812)
34523248,300,25,222299277,True,POINT (-74.009718 40.712867)
34523248,302,30,222299277,True,POINT (-74.009627 40.712968)
34523248,303,30,222299277,True,POINT (-74.009577 40.712997)
34523248,384,121,524817694,True,POINT (-74.005958 40.716977)
34523248,388,121,524817694,True,POINT (-74.00569 40.716862)
34523248,373,30,903589929,True,POINT (-74.006533 40.716668)
34523248,374,30,903589929,True,POINT (-74.006485 40.716728)
34523248,346,31,955237974,True,POINT (-74.007738 40.715223)
34523248,350,30,955237975,True,POINT (-74.007552 40.715448)
34523248,359,31,955237975,True,POINT (-74.007153 40.715915)
34519736,914,31,955237974,True,POINT (-74.007717 40.715198)
34662156,185,121,1333725593,False,POINT (-74.007372 40.71471)
34662156,188,121,1333725594,False,POINT (-74.007185 40.714628)
34662156,191,121,1333725594,False,POINT (-74.006993 40.714557)
34519736,994,300,413045201,True,POINT (-74.00761 40.71544)
34519736,921,31,955237975,True,POINT (-74.007422 40.715563)
34519736,997,301,413045201,True,POINT (-74.007793 40.715523)
34519736,922,31,955237975,True,POINT (-74.007383 40.715615)
34519736,935,121,1334187735,True,POINT (-74.006675 40.715845)
34662156,178,121,1333725593,False,POINT (-74.007795 40.714862)
34519736,964,212,496982627,True,POINT (-74.005707 40.714772)
34519736,976,301,5671314,True,POINT (-74.006487 40.715012)
34519736,1000,301,413045201,True,POINT (-74.00798 40.715612)
34519736,1221,210,1022549185,True,POINT (-74.007723 40.717572)
34519736,1226,210,1022549185,True,POINT (-74.007962 40.717357)
34519736,1229,210,1022549185,True,POINT (-74.008067 40.717197)
34519736,1230,210,1022549185,True,POINT (-74.008085 40.717125)
34519736,1232,210,1022549185,True,POINT (-74.008137 40.716997)
34519736,952,121,1334187735,True,POINT (-74.005647 40.715398)
34523248,296,301,1341270469,True,POINT (-74.009575 40.712672)
34523248,298,301,1341270469,True,POINT (-74.009687 40.712753)
34523248,304,30,222299277,True,POINT (-74.009535 40.713053)
34523248,305,30,222299277,True,POINT (-74.009502 40.713113)
34523248,308,30,1149017059,True,POINT (-74.009368 40.713262)
34519736,1038,300,413045202,True,POINT (-74.010378 40.716748)
34519736,1039,300,413045202,True,POINT (-74.010432 40.716782)
34519736,440,191,643000849,True,POINT (-74.011087 40.715973)
34519736,420,190,556311124,True,POINT (-74.010727 40.717258)
34519736,423,190,556311124,True,POINT (-74.010772 40.71705)
34519736,424,190,556311124,True,POINT (-74.010787 40.716993)
34519736,427,191,226041017,True,POINT (-74.010857 40.716798)
34519736,428,191,226041017,True,POINT (-74.010878 40.716733)
34519736,429,191,226041017,True,POINT (-74.010892 40.716672)
34519736,430,191,226041017,True,POINT (-74.010908 40.716605)
34519736,432,191,226041017,True,POINT (-74.010933 40.71647)
34519736,435,191,1334989057,True,POINT (-74.010953 40.71628)
34519736,436,191,1334989057,True,POINT (-74.010978 40.716217)
34519736,439,191,1334989057,True,POINT (-74.011065 40.716032)
34662156,107,120,413050335,True,POINT (-74.012068 40.715943)
34662156,108,120,413050335,True,POINT (-74.012 40.71591)
34662156,109,120,413050335,True,POINT (-74.01194 40.715885)
34519736,1040,300,413045202,True,POINT (-74.010487 40.716808)
34519736,1045,191,226041017,True,POINT (-74.01079 40.716863)
34519736,1050,191,226041017,True,POINT (-74.010915 40.71656)
34519736,1052,191,226041017,True,POINT (-74.011005 40.716452)
34519736,1054,299,421832642,False,POINT (-74.010987 40.716338)
34519736,1055,301,421832642,False,POINT (-74.011058 40.716327)
34519736,1061,301,421832642,False,POINT (-74.011443 40.716483)
34519736,1062,301,421832642,False,POINT (-74.011507 40.716515)
34519736,1063,301,421832642,False,POINT (-74.011558 40.716542)
34519736,1064,301,421832642,False,POINT (-74.011625 40.716575)
34519736,1065,301,421832642,False,POINT (-74.011687 40.716603)
34519736,1066,301,421832642,False,POINT (-74.011748 40.716635)
34519736,1067,300,421832642,False,POINT (-74.011808 40.716667)
34519736,1068,300,421832642,False,POINT (-74.011863 40.716693)
34519736,1069,300,421832642,False,POINT (-74.01192 40.716727)
34519736,1072,300,421832642,False,POINT (-74.012098 40.716815)
34519736,443,191,643000849,True,POINT (-74.011128 40.715785)
34519736,444,191,643000849,True,POINT (-74.011148 40.715708)
34519736,448,191,1334989056,True,POINT (-74.011203 40.715443)
34519736,449,191,1334989056,True,POINT (-74.011218 40.715385)
34519736,450,191,1334989056,True,POINT (-74.011235 40.715313)
34519736,451,191,1334989056,True,POINT (-74.011252 40.715248)
34519736,454,198,1042970371,True,POINT (-74.011287 40.715057)
34519736,457,200,1042970371,True,POINT (-74.01131 40.714867)
34519736,458,196,46171884,True,POINT (-74.011332 40.714802)
34662156,115,120,413050335,True,POINT (-74.011565 40.715717)
34662156,116,120,413050335,True,POINT (-74.011502 40.71569)
34662156,117,120,413050335,True,POINT (-74.011438 40.71566)
34662156,118,120,413050335,True,POINT (-74.011385 40.715638)
34662156,119,120,413050335,True,POINT (-74.011287 40.715635)
34662156,120,122,413050335,True,POINT (-74.01121 40.715598)
34662156,122,120,413050335,True,POINT (-74.0111 40.715548)
34662156,125,121,413050335,True,POINT (-74.0109 40.71547)
34662156,126,121,413050335,True,POINT (-74.010837 40.715442)
34662156,128,121,413050335,True,POINT (-74.0107 40.715385)
34662156,130,121,413050335,True,POINT (-74.010588 40.715335)
34662156,131,121,413050335,True,POINT (-74.010528 40.715308)
34519736,1224,210,1022549185,True,POINT (-74.007852 40.717418)
34519736,418,190,556311124,True,POINT (-74.010695 40.717388)
34519736,419,190,556311124,True,POINT (-74.010713 40.717322)
34519736,1020,302,413045202,True,POINT (-74.00926 40.716242)
34519736,1023,300,413045202,True,POINT (-74.009455 40.716317)
34519736,1027,300,413045202,True,POINT (-74.009708 40.716417)
34519736,1031,300,413045202,True,POINT (-74.00994 40.716538)
34519736,1032,300,413045202,True,POINT (-74.010005 40.716577)
34519736,1033,300,413045202,True,POINT (-74.01007 40.716608)
34519736,1034,300,413045202,True,POINT (-74.010132 40.716637)
34519736,1035,300,413045202,True,POINT (-74.010187 40.716662)
34519736,1008,301,413045201,True,POINT (-74.008462 40.715855)
34519736,1009,301,413045201,True,POINT (-74.00852 40.715883)
34519736,1010,301,413045201,True,POINT (-74.008578 40.715907)
34519736,1013,301,413045201,True,POINT (-74.008842 40.716032)
34519736,1015,301,413045201,True,POINT (-74.008962 40.716087)
34519736,1017,301,413045201,True,POINT (-74.009083 40.716147)
34519736,1242,210,1022549186,True,POINT (-74.008503 40.71642)
34519736,1243,210,1022549186,True,POINT (-74.008543 40.71637)
34519736,1244,210,68668562,True,POINT (-74.008588 40.716315)
34519736,1247,210,68668562,True,POINT (-74.00872 40.716153)
34519736,1250,210,68668562,True,POINT (-74.008843 40.715998)
34519736,1251,210,68668562,True,POINT (-74.00889 40.71594)
34519736,1252,210,68668562,True,POINT (-74.008932 40.715888)
34519736,1253,210,68668562,True,POINT (-74.008973 40.715833)
34519736,1257,212,68668562,True,POINT (-74.009135 40.715622)
34519736,1258,217,68668562,True,POINT (-74.009185 40.715577)
34662156,137,121,413050335,True,POINT (-74.01016 40.715143)
34662156,139,121,413050335,True,POINT (-74.010033 40.715087)
34662156,143,120,413050335,True,POINT (-74.009783 40.714982)
34662156,144,121,413050335,True,POINT (-74.009727 40.71495)
34662156,146,121,413050335,True,POINT (-74.009608 40.714887)
34662156,147,120,413050335,True,POINT (-74.009555 40.71486)
34662156,149,120,413050335,True,POINT (-74.009432 40.714795)
34662156,152,120,413050335,True,POINT (-74.009255 40.714703)
34662156,153,120,413050335,True,POINT (-74.009198 40.714675)
34662156,154,120,413050335,True,POINT (-74.009132 40.714652)
34662156,155,120,413050335,True,POINT (-74.009072 40.714625)
34662156,157,120,413050335,True,POINT (-74.008908 40.71461)
34662156,158,120,413050335,True,POINT (-74.00885 40.714575)
34662156,159,120,413050335,True,POINT (-74.00879 40.71454)
34662156,160,120,413050335,True,POINT (-74.008725 40.71451)
34519736,1261,210,439933951,True,POINT (-74.009332 40.71542)
34519736,1263,210,439933951,True,POINT (-74.009418 40.715315)
34519736,1265,210,439933951,True,POINT (-74.00949 40.715213)
34519736,1266,210,439933951,True,POINT (-74.00954 40.71517)
34519736,1267,210,439933951,True,POINT (-74.009582 40.715117)
34519736,1269,211,439933951,True,POINT (-74.00967 40.715015)
34519736,1272,210,46171887,True,POINT (-74.009795 40.714837)
34519736,1273,210,46171887,True,POINT (-74.009838 40.714783)
34519736,1276,210,46171887,True,POINT (-74.009967 40.714632)
34519736,1277,210,46171887,True,POINT (-74.010015 40.714575)
34519736,1278,210,46171887,True,POINT (-74.010057 40.714523)
34523248,389,121,524817694,True,POINT (-74.00563 40.716835)
34519736,987,301,5671314,True,POINT (-74.007203 40.715215)
34519736,996,301,413045201,True,POINT (-74.007728 40.715505)
34519736,931,121,1334187735,True,POINT (-74.006942 40.715917)
34519736,970,301,5671314,True,POINT (-74.006093 40.714855)
34519736,1011,301,413045201,True,POINT (-74.008718 40.715965)
34519736,1228,210,1022549185,True,POINT (-74.008052 40.717258)
34519736,1237,210,1022549185,True,POINT (-74.008313 40.716712)
34519736,1246,210,68668562,True,POINT (-74.008682 40.7162)
34519736,942,121,1334187735,True,POINT (-74.006245 40.715675)
34523248,322,30,222299254,True,POINT (-74.008748 40.713993)
34523248,325,30,222299254,True,POINT (-74.008617 40.714162)
34523248,336,30,483707770,True,POINT (-74.008142 40.71474)
34519736,453,195,1042970371,True,POINT (-74.011285 40.715128)
34519736,421,190,556311124,True,POINT (-74.010742 40.717185)
34519736,425,191,226041017,True,POINT (-74.010805 40.716922)
34519736,431,191,226041017,True,POINT (-74.010925 40.716535)
34519736,434,190,226041017,True,POINT (-74.010937 40.716342)
34662156,110,120,413050335,True,POINT (-74.01186 40.71585)
34662156,111,120,413050335,True,POINT (-74.011803 40.715827)
34662156,135,121,413050335,True,POINT (-74.010282 40.7152)
34519736,1044,191,226041017,True,POINT (-74.010735 40.716893)
34519736,1048,191,226041017,True,POINT (-74.010858 40.716673)
34519736,1053,190,226041017,True,POINT (-74.011027 40.71639)
34519736,1057,301,421832642,False,POINT (-74.01119 40.716365)
34519736,1222,210,1022549185,True,POINT (-74.007762 40.717522)
34519736,1026,300,413045202,True,POINT (-74.009637 40.716388)
34523248,387,121,524817694,True,POINT (-74.005757 40.716892)
34662156,150,120,413050335,True,POINT (-74.009372 40.714763)
34519736,906,30,483707770,True,POINT (-74.008088 40.714813)
34519736,912,30,413054286,True,POINT (-74.007805 40.715088)
34662156,183,121,1333725593,False,POINT (-74.007502 40.714755)
34519736,980,301,5671314,True,POINT (-74.006743 40.715092)
34519736,925,31,955237975,True,POINT (-74.007255 40.715775)
