sequence_id,sequence_index,heading,osmid,match_forward,geometry
34587040,1462,218,1333438297,False,POINT (-73.999018 40.712472)
34587040,1464,218,1333438297,False,POINT (-73.999114 40.712379)
34587040,1467,218,1333438297,False,POINT (-73.999268 40.712229)
34587040,1474,214,1333438296,False,POINT (-73.999616 40.711885)
34587040,1434,238,165775306,True,POINT (-73.998048 40.713793)
34587040,1436,239,222299242,True,POINT (-73.998183 40.713732)
34587040,1443,128,414751458,False,POINT (-73.998476 40.713435)
34587040,1444,131,414751458,False,POINT (-73.998419 40.713399)
34587040,1450,217,42786502,False,POINT (-73.998407 40.713073)
34587040,1455,217,42786502,False,POINT (-73.998661 40.712823)
34587040,1457,217,42786502,False,POINT (-73.998768 40.712718)
34587040,1487,217,1332816547,False,POINT (-74.000257 40.711229)
34587040,1489,217,1332816547,False,POINT (-74.000366 40.711122)
34523248,489,122,1329583056,False,POINT (-73.999518 40.713914)
34523248,543,83,5673424,True,POINT (-73.99608 40.71357)
34523248,544,83,5673424,True,POINT (-73.996013 40.713575)
34523248,545,83,5673424,True,POINT (-73.99594 40.713581)
34523248,523,84,1329876948,True,POINT (-73.997472 40.713456)
34523248,525,83,1329876948,True,POINT (-73.997344 40.713465)
34523248,526,83,1329876948,True,POINT (-73.997298 40.713469)
34523248,538,83,5673424,True,POINT (-73.996431 40.71354)
34662156,511,167,5670832,True,POINT (-73.998814 40.712347)
34662156,512,167,5670832,True,POINT (-73.998796 40.712282)
34662156,514,167,5670832,True,POINT (-73.998763 40.712164)
34523248,502,116,1135342273,False,POINT (-73.998803 40.713582)
34523248,519,111,196117014,True,POINT (-73.997709 40.713464)
34587040,1461,217,1333438297,False,POINT (-73.998978 40.712511)
34587040,1472,217,1333438296,False,POINT (-73.999513 40.711991)
34587040,1479,217,1329888403,False,POINT (-73.999849 40.711631)
34587040,1454,217,42786502,False,POINT (-73.998611 40.712873)
34587040,1456,217,42786502,False,POINT (-73.998715 40.71277)
34587040,1459,217,1333438297,False,POINT (-73.998865 40.712622)
34587040,1495,211,420890077,False,POINT (-74.000641 40.710843)
34587040,1499,208,420890077,False,POINT (-74.000803 40.71062)
34662156,509,156,5670832,True,POINT (-73.998856 40.712485)
34662156,510,167,5670832,True,POINT (-73.998835 40.712419)
34662160,8,262,1238431052,False,POINT (-73.999599 40.711796)
34611464,40,173,1329369154,True,POINT (-73.99874 40.714158)
34611464,43,173,1329369154,True,POINT (-73.998708 40.713958)
34611464,44,173,1329369154,True,POINT (-73.998697 40.713886)
34611464,45,173,1329369154,True,POINT (-73.998687 40.713823)
34611464,47,173,1329369154,True,POINT (-73.998668 40.713705)
34611464,48,173,1329369154,True,POINT (-73.998663 40.713677)
34612252,838,303,438901945,True,POINT (-73.998543 40.713471)
34587040,1440,239,222299242,True,POINT (-73.998429 40.71362)
34587040,1441,239,222299242,True,POINT (-73.998497 40.713588)
34587040,1442,128,414751458,False,POINT (-73.998499 40.713449)
34587040,1445,133,414751458,False,POINT (-73.998357 40.713355)
34523248,490,122,1329583056,False,POINT (-73.999459 40.713886)
34523248,491,122,1329887723,False,POINT (-73.999396 40.713856)
34523248,492,122,1329887723,False,POINT (-73.999332 40.713825)
34523248,493,122,1329887723,False,POINT (-73.999263 40.713793)
34523248,494,302,1329887723,True,POINT (-73.999196 40.713761)
34523248,495,122,1329887723,False,POINT (-73.999229 40.713777)
34523248,496,122,1329887723,False,POINT (-73.999162 40.713745)
34523248,497,121,1135342273,False,POINT (-73.999089 40.71371)
34523248,498,121,1135342273,False,POINT (-73.999039 40.713686)
34523248,499,121,1135342273,False,POINT (-73.99898 40.713659)
34662164,219,57,5672971,True,POINT (-73.997844 40.713752)
34523248,509,60,196116989,True,POINT (-73.998352 40.713512)
34523248,515,140,421824309,False,POINT (-73.997918 40.713616)
34523248,516,138,421824309,False,POINT (-73.997872 40.713576)
34612252,402,264,1335381157,True,POINT (-73.996204 40.714139)
34612252,403,264,1335381157,True,POINT (-73.996275 40.714134)
34612252,406,264,1335381157,True,POINT (-73.99646 40.71412)
34612252,407,264,1335381157,True,POINT (-73.996533 40.714114)
34612252,409,264,1341258157,True,POINT (-73.996653 40.714105)
34612252,410,264,1341258157,True,POINT (-73.996716 40.7141)
34612252,415,270,1317756113,True,POINT (-73.997075 40.714074)
34612252,416,270,1317756113,True,POINT (-73.99714 40.714074)
34612252,417,271,612743237,True,POINT (-73.997237 40.714076)
34612252,655,149,5670189,False,POINT (-73.998074 40.713781)
34612252,656,149,5670189,False,POINT (-73.998032 40.713727)
34587040,1428,227,165775306,True,POINT (-73.997691 40.713973)
34587040,1433,241,165775306,True,POINT (-73.997987 40.713821)
34587040,1435,239,222299242,True,POINT (-73.998119 40.713761)
34587040,1437,239,222299242,True,POINT (-73.998248 40.713702)
34587040,1438,239,222299242,True,POINT (-73.998311 40.713674)
34523248,540,83,5673424,True,POINT (-73.996285 40.713553)
34523248,542,83,5673424,True,POINT (-73.996144 40.713564)
34523248,520,94,1329876948,True,POINT (-73.997641 40.713448)
34523248,521,94,1329876948,True,POINT (-73.997607 40.713446)
34523248,522,84,1329876948,True,POINT (-73.997544 40.71345)
34523248,524,84,1329876948,True,POINT (-73.997403 40.71346)
34523248,527,83,5673424,True,POINT (-73.997205 40.713476)
34523248,528,83,5673424,True,POINT (-73.997124 40.713483)
34523248,532,83,5673424,True,POINT (-73.996859 40.713505)
34523248,533,83,5673424,True,POINT (-73.996791 40.713511)
34523248,534,83,5673424,True,POINT (-73.996719 40.713517)
34523248,536,83,5673424,True,POINT (-73.996566 40.713529)
34523248,537,83,5673424,True,POINT (-73.996496 40.713535)
34523248,539,83,5673424,True,POINT (-73.996358 40.713547)
34662164,221,46,5672971,True,POINT (-73.997724 40.713821)
34662164,222,44,5672971,True,POINT (-73.997675 40.713857)
34662164,223,44,5672971,True,POINT (-73.997619 40.713901)
34662164,225,36,5672971,True,POINT (-73.997517 40.713989)
34662164,226,34,195745925,True,POINT (-73.997472 40.714037)
34662164,227,28,195745925,True,POINT (-73.997428 40.714095)
34523248,504,116,1135342273,False,POINT (-73.99867 40.713533)
34523248,517,128,196117014,True,POINT (-73.997783 40.713503)
34611252,112,163,46334663,True,POINT (-73.994071 40.714106)
34611252,114,163,46334663,True,POINT (-73.994021 40.71398)
34612252,384,271,414894542,True,POINT (-73.994985 40.71423)
34612252,385,264,414894542,True,POINT (-73.995076 40.714225)
34612252,391,264,414894542,True,POINT (-73.995481 40.714194)
34612252,394,264,414894542,True,POINT (-73.995656 40.714181)
34612252,395,264,414894542,True,POINT (-73.995731 40.714175)
34612252,397,264,414894542,True,POINT (-73.995876 40.714164)
34612252,398,264,414894542,True,POINT (-73.995935 40.71416)
34612252,372,353,1333695989,True,POINT (-73.994527 40.713477)
34612252,373,353,1333695989,True,POINT (-73.994537 40.713545)
34612252,375,346,662161062,True,POINT (-73.99457 40.713696)
34612252,376,346,662161062,True,POINT (-73.994578 40.713722)
34612252,377,338,662161062,True,POINT (-73.99461 40.713794)
34612252,378,338,662161062,True,POINT (-73.99464 40.713851)
34612252,379,338,662161062,True,POINT (-73.994672 40.713911)
34523248,546,83,5673424,True,POINT (-73.995885 40.713586)
34523248,550,83,5673424,True,POINT (-73.995605 40.71361)
34523248,551,83,5673424,True,POINT (-73.995535 40.713616)
34523248,554,83,5673424,True,POINT (-73.995341 40.713632)
34523248,556,83,5673424,True,POINT (-73.995207 40.713643)
34523248,558,83,5673424,True,POINT (-73.995082 40.713654)
34523248,560,83,5673424,True,POINT (-73.994961 40.713664)
34523248,562,83,1333419993,True,POINT (-73.994828 40.713675)
34523248,572,83,1252123719,True,POINT (-73.994161 40.71373)
34523248,574,83,1252123719,True,POINT (-73.99402 40.713742)
34523248,508,60,196116989,True,POINT (-73.998408 40.713488)
34523248,510,60,196116989,True,POINT (-73.998291 40.713538)
34523248,513,60,196116989,True,POINT (-73.998116 40.713613)
34523248,518,128,196117014,True,POINT (-73.99777 40.713495)
34612252,251,83,5671584,True,POINT (-73.994948 40.711542)
34612252,253,83,5671584,True,POINT (-73.994815 40.711553)
34612252,257,83,5671584,True,POINT (-73.994556 40.711576)
34612252,258,83,5671584,True,POINT (-73.994489 40.711582)
34612252,259,83,5671584,True,POINT (-73.994424 40.711588)
34612252,26,83,1333226030,True,POINT (-73.995013 40.71226)
34612252,27,83,1333226030,True,POINT (-73.994954 40.712265)
34612252,30,83,1333226030,True,POINT (-73.994765 40.712282)
34612252,32,83,1333226030,True,POINT (-73.994633 40.712293)
34612252,33,83,1333226030,True,POINT (-73.994566 40.712299)
34612252,37,83,584971525,True,POINT (-73.994287 40.712324)
34612252,361,353,1332821285,True,POINT (-73.994443 40.712912)
34612252,362,353,1332821284,True,POINT (-73.994453 40.71298)
34612252,367,353,1332821283,True,POINT (-73.994502 40.71331)
34612252,753,264,655255187,False,POINT (-73.993293 40.713117)
34612252,755,264,655255187,False,POINT (-73.993437 40.713107)
34612252,40,83,584971525,True,POINT (-73.994064 40.712343)
34612252,756,264,655255187,False,POINT (-73.993504 40.713102)
34612252,265,83,1328104335,True,POINT (-73.994012 40.711623)
34612252,267,83,1328104335,True,POINT (-73.99387 40.711636)
34612252,759,263,655255187,False,POINT (-73.993712 40.713086)
34612252,42,84,584971525,True,POINT (-73.993936 40.712354)
34612252,271,82,1333668208,True,POINT (-73.993609 40.711661)
34612252,272,82,1333668208,True,POINT (-73.993535 40.711669)
34612252,43,83,584971525,True,POINT (-73.993874 40.712359)
34612252,275,82,834248946,True,POINT (-73.993334 40.711689)
34612252,44,83,584971525,True,POINT (-73.993789 40.712366)
34612252,276,82,834248946,True,POINT (-73.993268 40.711696)
34612252,277,82,834248946,True,POINT (-73.993195 40.711703)
34612252,45,83,584971525,True,POINT (-73.993751 40.71237)
34612252,327,353,1332819054,True,POINT (-73.994135 40.710685)
34612252,328,353,1332819054,True,POINT (-73.994144 40.710747)
34612252,329,353,1332819054,True,POINT (-73.994154 40.710816)
34612252,330,353,1332819054,True,POINT (-73.994163 40.710884)
34612252,332,353,1332819054,True,POINT (-73.994181 40.711012)
34612252,333,353,1332819054,True,POINT (-73.994191 40.711082)
34612252,336,353,1332819054,True,POINT (-73.994218 40.711274)
34612252,760,263,655255187,False,POINT (-73.993784 40.713081)
34612252,762,263,655255187,False,POINT (-73.993934 40.713068)
34612252,763,263,655255187,False,POINT (-73.993996 40.713063)
34612252,767,264,1333670674,False,POINT (-73.99425 40.713044)
34612252,769,264,1333670674,False,POINT (-73.994345 40.713037)
34612252,770,263,1333670674,False,POINT (-73.994417 40.713031)
34612252,772,263,1333670673,False,POINT (-73.994538 40.71302)
34612252,340,353,1332819054,True,POINT (-73.994252 40.711515)
34612252,342,354,1332821289,True,POINT (-73.99427 40.71165)
34612252,345,354,1332821288,True,POINT (-73.994294 40.711843)
34612252,346,354,1332821288,True,POINT (-73.994303 40.711914)
34612252,348,354,1332821288,True,POINT (-73.994319 40.712042)
34612252,350,354,1332821288,True,POINT (-73.994336 40.712176)
34612252,351,354,1332821287,True,POINT (-73.994345 40.71225)
34612252,354,353,1332821285,True,POINT (-73.994372 40.712445)
34612252,355,353,1332821285,True,POINT (-73.994382 40.712506)
34612252,356,353,1332821285,True,POINT (-73.994391 40.712572)
34612252,359,353,1332821285,True,POINT (-73.994423 40.712784)
34611464,50,174,1329369154,True,POINT (-73.998646 40.713537)
34587040,1447,161,42786502,False,POINT (-73.998261 40.713272)
34587040,1452,217,42786502,False,POINT (-73.998512 40.71297)
34662156,515,167,5670832,True,POINT (-73.998743 40.712094)
34523248,500,121,1135342273,False,POINT (-73.998917 40.713629)
34523248,505,116,1135342273,False,POINT (-73.998644 40.713523)
34523248,506,60,196116989,True,POINT (-73.998499 40.713449)
34523248,507,60,196116989,True,POINT (-73.998463 40.713464)
34523248,511,60,196116989,True,POINT (-73.998228 40.713565)
34523248,512,60,196116989,True,POINT (-73.998172 40.713589)
34587040,1468,218,1333438295,False,POINT (-73.999317 40.712181)
34611252,110,162,46334663,True,POINT (-73.994119 40.714228)
34611252,111,163,46334663,True,POINT (-73.994096 40.714171)
34612252,380,338,662161062,True,POINT (-73.994704 40.71397)
34612252,392,264,414894542,True,POINT (-73.995538 40.71419)
34612252,396,264,414894542,True,POINT (-73.995804 40.71417)
34612252,365,353,1332821283,True,POINT (-73.994484 40.713186)
34612252,366,353,1332821283,True,POINT (-73.994493 40.713248)
34612252,754,264,655255187,False,POINT (-73.993372 40.713112)
34612252,757,264,655255187,False,POINT (-73.993563 40.713097)
34612252,782,263,1333670673,False,POINT (-73.995174 40.712968)
34612252,761,263,655255187,False,POINT (-73.993861 40.713074)
34612252,768,264,1333670674,False,POINT (-73.994277 40.713042)
34612252,777,263,1333670673,False,POINT (-73.994877 40.712992)
34612252,779,263,1333670673,False,POINT (-73.995002 40.712982)
34523248,555,83,5673424,True,POINT (-73.995273 40.713638)
34523248,559,83,5673424,True,POINT (-73.995034 40.713658)
34523248,561,83,1333419993,True,POINT (-73.994891 40.71367)
34523248,566,83,1252123718,False,POINT (-73.994556 40.713697)
34523248,568,83,1252123718,False,POINT (-73.994417 40.713709)
34612252,821,263,1238431028,False,POINT (-73.997831 40.712741)
34612252,822,263,1238431028,False,POINT (-73.997894 40.712736)
34612252,823,261,1238431028,False,POINT (-73.99795 40.71273)
34612252,824,347,5670058,True,POINT (-73.998007 40.71278)
34612252,825,347,5670058,True,POINT (-73.998026 40.712844)
34612252,827,347,5670058,True,POINT (-73.998065 40.712977)
34612252,829,347,5670058,True,POINT (-73.998096 40.713081)
34612252,831,318,5670058,True,POINT (-73.998172 40.713213)
34612252,832,320,5670058,True,POINT (-73.998192 40.71323)
34612252,816,263,1238431028,False,POINT (-73.997501 40.712768)
34612252,818,263,1238431028,False,POINT (-73.997634 40.712758)
34612252,819,263,1238431028,False,POINT (-73.997708 40.712752)
34587040,1460,217,1333438297,False,POINT (-73.998915 40.712573)
34587040,1463,218,1333438297,False,POINT (-73.999062 40.712429)
34587040,1465,218,1333438297,False,POINT (-73.99917 40.712324)
34587040,1466,218,1333438297,False,POINT (-73.999218 40.712277)
34587040,1469,218,1333438295,False,POINT (-73.999367 40.712133)
34587040,1470,218,1333438295,False,POINT (-73.999411 40.712091)
34587040,1471,218,1333438295,False,POINT (-73.999462 40.712042)
34587040,1473,215,1333438296,False,POINT (-73.999567 40.711936)
34587040,1475,214,1333438296,False,POINT (-73.999668 40.711829)
34587040,1476,214,1333438296,False,POINT (-73.999708 40.711785)
34587040,1478,213,1329888403,False,POINT (-73.999798 40.711683)
34587040,1446,161,42786502,False,POINT (-73.998269 40.713291)
34587040,1448,217,42786502,False,POINT (-73.99831 40.713169)
34587040,1451,217,42786502,False,POINT (-73.998455 40.713025)
34587040,1453,217,42786502,False,POINT (-73.998561 40.712922)
34587040,1458,217,1333438297,False,POINT (-73.99881 40.712677)
34587040,1480,217,1329888403,False,POINT (-73.999898 40.711583)
34587040,1483,217,1329888403,False,POINT (-74.000054 40.711428)
34587040,1484,217,1332816547,False,POINT (-74.000106 40.711376)
34587040,1485,217,1332816547,False,POINT (-74.00015 40.711334)
34587040,1486,217,1332816547,False,POINT (-74.000203 40.711281)
34587040,1488,217,1332816547,False,POINT (-74.000319 40.711169)
34587040,1490,217,5671717,False,POINT (-74.000412 40.711077)
34587040,1491,217,5671717,False,POINT (-74.000467 40.711022)
34587040,1492,217,5671717,False,POINT (-74.00049 40.710999)
34587040,1493,218,420890077,False,POINT (-74.000548 40.710944)
34587040,1494,218,420890077,False,POINT (-74.000596 40.710898)
34587040,1497,208,420890077,False,POINT (-74.000723 40.710731)
34662160,3,263,1238431052,False,POINT (-73.999258 40.711827)
34662160,4,263,1238431052,False,POINT (-73.999324 40.711821)
34662160,5,263,1238431052,False,POINT (-73.999387 40.711815)
34662156,508,134,5670832,True,POINT (-73.998892 40.712524)
34662160,6,263,1238431052,False,POINT (-73.999463 40.711808)
34662156,513,167,5670832,True,POINT (-73.99878 40.712225)
34662160,7,262,1238431052,False,POINT (-73.999535 40.711802)
34662156,516,167,5670832,True,POINT (-73.998726 40.712036)
34587040,1500,208,420890077,False,POINT (-74.000844 40.710564)
34612252,241,83,5671584,True,POINT (-73.995636 40.711481)
34612252,243,83,5671584,True,POINT (-73.995499 40.711493)
34612252,245,83,5671584,True,POINT (-73.995364 40.711505)
34612252,248,83,5671584,True,POINT (-73.995137 40.711525)
34612252,249,83,5671584,True,POINT (-73.995082 40.71153)
34612252,20,83,1329844597,True,POINT (-73.995426 40.712224)
34612252,21,83,1329844597,True,POINT (-73.995361 40.71223)
34612252,23,83,1329844597,True,POINT (-73.995238 40.71224)
34612252,24,83,1329844597,True,POINT (-73.995169 40.712246)
34612252,25,83,1333226030,True,POINT (-73.995101 40.712252)
34612252,780,263,1333670673,False,POINT (-73.995066 40.712977)
34612252,781,263,1333670673,False,POINT (-73.995127 40.712972)
34612252,783,263,1333670675,False,POINT (-73.995269 40.71296)
34612252,784,263,1333670675,False,POINT (-73.99534 40.712954)
34612252,785,263,1333670675,False,POINT (-73.995417 40.712947)
34612252,787,263,1333670675,False,POINT (-73.995545 40.712936)
34612252,788,263,1333670675,False,POINT (-73.995613 40.71293)
34612252,789,263,1333670675,False,POINT (-73.995683 40.712924)
34612252,790,263,1333670675,False,POINT (-73.995746 40.712919)
34612252,791,263,1333670675,False,POINT (-73.99581 40.712914)
34612252,792,263,1333670675,False,POINT (-73.995878 40.712908)
34612252,794,263,1333670675,False,POINT (-73.996021 40.712895)
34612252,795,263,1333670675,False,POINT (-73.99609 40.712889)
34612252,797,263,1333670675,False,POINT (-73.996234 40.712877)
34612252,799,263,1238431029,True,POINT (-73.996346 40.712867)
34612252,225,80,1332815846,True,POINT (-73.996722 40.711382)
34612252,227,83,5671584,True,POINT (-73.996578 40.711397)
34612252,229,83,5671584,True,POINT (-73.99644 40.71141)
34612252,231,83,5671584,True,POINT (-73.996303 40.711422)
34612252,232,83,5671584,True,POINT (-73.996237 40.711428)
34612252,234,83,5671584,True,POINT (-73.996099 40.71144)
34612252,236,83,5671584,True,POINT (-73.995964 40.711452)
34612252,237,83,5671584,True,POINT (-73.995906 40.711457)
34612252,238,83,5671584,True,POINT (-73.995836 40.711463)
34612252,0,263,1238431053,True,POINT (-73.996725 40.712116)
34612252,1,83,1238431053,False,POINT (-73.996725 40.712116)
34612252,2,83,1238431053,False,POINT (-73.996676 40.71212)
34612252,4,83,1329843417,False,POINT (-73.996544 40.712131)
34612252,8,83,1329843417,False,POINT (-73.996276 40.712153)
34612252,9,83,1329843417,False,POINT (-73.996209 40.712159)
34612252,11,83,1329843417,False,POINT (-73.996079 40.712169)
34612252,12,83,1329843417,False,POINT (-73.995989 40.712177)
34612252,13,83,1329843417,False,POINT (-73.995923 40.712182)
34612252,17,83,1329844597,True,POINT (-73.995635 40.712206)
34612252,801,263,1238431029,True,POINT (-73.996507 40.712853)
34612252,802,263,1238431029,True,POINT (-73.996563 40.712848)
34612252,803,263,1238431029,True,POINT (-73.99663 40.712842)
34612252,806,263,1238431029,True,POINT (-73.99683 40.712825)
34612252,807,263,1238431029,True,POINT (-73.996894 40.712819)
34612252,808,263,1238431029,True,POINT (-73.99696 40.712814)
34612252,810,262,1238431029,True,POINT (-73.997088 40.712803)
34612252,813,263,1238431028,False,POINT (-73.997292 40.712786)
34612252,411,264,1341258157,True,POINT (-73.99678 40.714095)
34612252,804,263,1238431029,True,POINT (-73.996695 40.712837)
34587040,1427,217,165775306,True,POINT (-73.997637 40.714015)
34587040,1429,231,165775306,True,POINT (-73.997745 40.713939)
34587040,1430,238,165775306,True,POINT (-73.997808 40.713903)
34587040,1431,238,165775306,True,POINT (-73.99786 40.713879)
34587040,1432,238,165775306,True,POINT (-73.997913 40.713854)
34523248,541,83,5673424,True,POINT (-73.996219 40.713558)
34523248,531,83,5673424,True,POINT (-73.996914 40.7135)
34662164,218,57,5672971,True,POINT (-73.997884 40.713733)
34612252,268,83,1328104335,True,POINT (-73.993808 40.711641)
34612252,270,82,1333668208,True,POINT (-73.993675 40.711654)
34612252,274,82,711363473,True,POINT (-73.993404 40.711682)
34612252,278,82,834248946,True,POINT (-73.99313 40.711709)
34587040,1481,217,1329888403,False,POINT (-73.999954 40.711527)
34587040,1482,217,1329888403,False,POINT (-74.00001 40.711471)
34612252,247,83,5671584,True,POINT (-73.995217 40.711518)
34612252,28,83,1333226030,True,POINT (-73.994888 40.712271)
34612252,360,353,1332821285,True,POINT (-73.994434 40.712852)
34612252,363,353,1333699601,True,POINT (-73.994463 40.713048)
34612252,364,353,1332821283,True,POINT (-73.994474 40.713121)
34612252,260,84,1332815845,True,POINT (-73.994355 40.711594)
34612252,262,83,1328104335,True,POINT (-73.994215 40.711605)
34612252,263,83,1328104335,True,POINT (-73.994148 40.711611)
34612252,331,353,1332819054,True,POINT (-73.994172 40.710948)
34612252,334,353,1332819054,True,POINT (-73.994201 40.711151)
34612252,335,353,1332819054,True,POINT (-73.99421 40.711216)
34612252,337,353,1332819054,True,POINT (-73.994227 40.71134)
34612252,338,353,1332819054,True,POINT (-73.994236 40.711398)
34612252,766,264,1333670674,False,POINT (-73.994189 40.713048)
34612252,775,263,1333670673,False,POINT (-73.994756 40.713002)
34612252,776,263,1333670673,False,POINT (-73.994821 40.712997)
34612252,344,354,1332821288,True,POINT (-73.994286 40.711778)
34612252,347,354,1332821288,True,POINT (-73.994312 40.711982)
34612252,349,354,1332821288,True,POINT (-73.994328 40.71211)
34612252,353,353,1332821285,True,POINT (-73.994363 40.712384)
34612252,358,353,1332821285,True,POINT (-73.994413 40.712713)
34523248,565,84,1333419993,True,POINT (-73.994635 40.713691)
34523248,569,83,1252123718,False,POINT (-73.994357 40.713714)
34523248,570,83,1252123718,False,POINT (-73.994287 40.713719)
34523248,571,83,1252123718,False,POINT (-73.994229 40.713724)
34523248,501,116,1135342273,False,POINT (-73.998865 40.713605)
34523248,503,116,1135342273,False,POINT (-73.998741 40.713559)
34612252,830,339,5670058,True,POINT (-73.998118 40.713147)
34612252,833,311,5670058,True,POINT (-73.998248 40.713277)
34612252,226,83,5671584,True,POINT (-73.996656 40.711391)
34612252,228,83,5671584,True,POINT (-73.99651 40.711403)
34612252,230,83,5671584,True,POINT (-73.996353 40.711417)
34612252,233,83,5671584,True,POINT (-73.996171 40.711433)
34612252,3,83,1238431053,False,POINT (-73.996611 40.712126)
34612252,5,83,1329843417,False,POINT (-73.996474 40.712137)
34612252,14,83,1329843417,False,POINT (-73.995853 40.712188)
34612252,15,83,1329844597,True,POINT (-73.99578 40.712194)
34612252,16,83,1329844597,True,POINT (-73.995709 40.7122)
34612252,800,263,1238431029,True,POINT (-73.996419 40.712861)
34612252,805,263,1238431029,True,POINT (-73.996753 40.712832)
34612252,809,263,1238431029,True,POINT (-73.997021 40.712809)
34612252,811,264,1238431028,False,POINT (-73.997161 40.712796)
34612252,812,263,1238431028,False,POINT (-73.997226 40.712791)
34612252,814,263,1238431028,False,POINT (-73.997369 40.712779)
34612252,815,263,1238431028,False,POINT (-73.997435 40.712774)
34612252,817,263,1238431028,False,POINT (-73.997572 40.712763)
34587040,1439,239,222299242,True,POINT (-73.998365 40.713649)
34587040,1449,217,42786502,False,POINT (-73.998358 40.713121)
34523248,529,83,5673424,True,POINT (-73.997054 40.713489)
34523248,514,140,421824309,False,POINT (-73.99796 40.713654)
34587040,1477,213,1329888403,False,POINT (-73.999753 40.711733)
34587040,1496,208,420890077,False,POINT (-74.000685 40.710784)
34587040,1498,208,420890077,False,POINT (-74.000763 40.710676)
34612252,240,83,5671584,True,POINT (-73.995705 40.711475)
34612252,242,83,5671584,True,POINT (-73.995567 40.711487)
34612252,244,83,5671584,True,POINT (-73.995435 40.711498)
34612252,246,83,5671584,True,POINT (-73.995295 40.711511)
34612252,250,83,5671584,True,POINT (-73.995017 40.711535)
34612252,252,83,5671584,True,POINT (-73.99488 40.711548)
34612252,254,83,5671584,True,POINT (-73.994743 40.71156)
34612252,255,83,5671584,True,POINT (-73.994679 40.711565)
34612252,256,83,5671584,True,POINT (-73.994619 40.711571)
34612252,22,83,1329844597,True,POINT (-73.995304 40.712234)
34612252,29,83,1333226030,True,POINT (-73.994825 40.712276)
34612252,31,83,1333226030,True,POINT (-73.9947 40.712287)
34612252,34,83,1333226030,True,POINT (-73.994494 40.712306)
34612252,35,83,1333226030,True,POINT (-73.994425 40.712312)
34612252,36,83,584971525,True,POINT (-73.994353 40.712318)
34612252,38,83,584971525,True,POINT (-73.994224 40.712329)
34612252,39,83,584971525,True,POINT (-73.994154 40.712335)
34612252,261,84,1332815845,True,POINT (-73.994276 40.7116)
34612252,264,83,1328104335,True,POINT (-73.994083 40.711617)
